,diames,diasemana,mestexto,año,valor
2007-08-20,31,lunes,enero,2011,10806.0
2007-08-21,1,martes,febrero,2011,10967.9
2007-08-22,2,miércoles,febrero,2011,11010.2
2007-08-23,3,jueves,febrero,2011,10860.7
2007-08-24,4,viernes,febrero,2011,10854.7
2007-08-25,7,lunes,febrero,2011,10922.6
2007-08-26,8,martes,febrero,2011,10965.1
2007-08-27,9,miércoles,febrero,2011,10935.6
2007-08-28,10,jueves,febrero,2011,10791.9
2007-08-29,11,viernes,febrero,2011,10803.6
2007-08-30,14,lunes,febrero,2011,10774.7
2007-08-31,15,martes,febrero,2011,10826.2
2007-09-01,16,miércoles,febrero,2011,11047.8
2007-09-02,17,jueves,febrero,2011,11113.0
2007-09-03,18,viernes,febrero,2011,11068.1
2007-09-04,21,lunes,febrero,2011,10810.5
2007-09-05,22,martes,febrero,2011,10701.9
2007-09-06,23,miércoles,febrero,2011,10633.4
2007-09-07,24,jueves,febrero,2011,10647.6
2007-09-08,25,viernes,febrero,2011,10822.7
2007-09-09,28,lunes,febrero,2011,10850.8
2007-09-10,1,martes,marzo,2011,10761.9
2007-09-11,2,miércoles,marzo,2011,10643.8
2007-09-12,3,jueves,marzo,2011,10566.9
2007-09-13,4,viernes,marzo,2011,10498.7
2007-09-14,7,lunes,marzo,2011,10495.7
2007-09-15,8,martes,marzo,2011,10568.7
2007-09-16,9,miércoles,marzo,2011,10559.5
2007-09-17,10,jueves,marzo,2011,10435.6
2007-09-18,11,viernes,marzo,2011,10398.4
2007-09-19,14,lunes,marzo,2011,10415.9
2007-09-20,15,martes,marzo,2011,10329.7
2007-09-21,16,miércoles,marzo,2011,10092.6
2007-09-22,17,jueves,marzo,2011,10325.6
2007-09-23,18,viernes,marzo,2011,10328.4
2007-09-24,21,lunes,marzo,2011,10574.4
2007-09-25,22,martes,marzo,2011,10576.1
2007-09-26,23,miércoles,marzo,2011,10638.0
2007-09-27,24,jueves,marzo,2011,10755.6
2007-09-28,25,viernes,marzo,2011,10710.4
2007-09-29,28,lunes,marzo,2011,10751.0
2007-09-30,29,martes,marzo,2011,10735.0
2007-10-01,30,miércoles,marzo,2011,10732.3
2007-10-02,31,jueves,marzo,2011,10576.5
2007-10-03,1,viernes,abril,2011,10729.9
2007-10-04,4,lunes,abril,2011,10756.1
2007-10-05,5,martes,abril,2011,10678.6
2007-10-06,6,miércoles,abril,2011,10845.1
2007-10-07,7,jueves,abril,2011,10849.1
2007-10-08,8,viernes,abril,2011,10913.2
2007-10-09,11,lunes,abril,2011,10878.3
2007-10-10,12,martes,abril,2011,10784.5
2007-10-11,13,miércoles,abril,2011,10786.0
2007-10-12,14,jueves,abril,2011,10622.7
2007-10-13,15,viernes,abril,2011,10558.6
2007-10-14,18,lunes,abril,2011,10344.9
2007-10-15,19,martes,abril,2011,10376.5
2007-10-16,20,miércoles,abril,2011,10535.4
2007-10-17,21,jueves,abril,2011,10584.1
2007-10-20,26,martes,abril,2011,10650.6
2007-10-21,27,miércoles,abril,2011,10740.9
2007-10-22,28,jueves,abril,2011,10867.8
2007-10-23,29,viernes,abril,2011,10878.9
2007-10-24,2,lunes,mayo,2011,10877.3
2007-10-25,3,martes,mayo,2011,10825.6
2007-10-26,4,miércoles,mayo,2011,10712.6
2007-10-27,5,jueves,mayo,2011,10627.3
2007-10-28,6,viernes,mayo,2011,10610.5
2007-10-29,9,lunes,mayo,2011,10396.3
2007-10-30,10,martes,mayo,2011,10474.4
2007-10-31,11,miércoles,mayo,2011,10531.5
2007-11-01,12,jueves,mayo,2011,10487.6
2007-11-02,13,viernes,mayo,2011,10356.5
2007-11-03,16,lunes,mayo,2011,10363.9
2007-11-04,17,martes,mayo,2011,10306.4
2007-11-05,18,miércoles,mayo,2011,10343.7
2007-11-06,19,jueves,mayo,2011,10376.8
2007-11-07,20,viernes,mayo,2011,10226.6
2007-11-08,23,lunes,mayo,2011,10082.7
2007-11-09,24,martes,mayo,2011,10115.9
2007-11-10,25,miércoles,mayo,2011,10217.4
2007-11-11,26,jueves,mayo,2011,10203.2
2007-11-12,27,viernes,mayo,2011,10261.2
2007-11-13,30,lunes,mayo,2011,10257.6
2007-11-14,31,martes,mayo,2011,10476.0
2007-11-15,1,miércoles,junio,2011,10339.3
2007-11-16,2,jueves,junio,2011,10261.0
2007-11-17,3,viernes,junio,2011,10285.7
2007-11-18,6,lunes,junio,2011,10157.7
2007-11-19,7,martes,junio,2011,10168.1
2007-11-20,8,miércoles,junio,2011,10082.5
2007-11-21,9,jueves,junio,2011,10121.7
2007-11-22,10,viernes,junio,2011,9950.8
2007-11-23,13,lunes,junio,2011,9946.2
2007-11-24,14,martes,junio,2011,10132.6
2007-11-25,15,miércoles,junio,2011,9933.1
2007-11-26,16,jueves,junio,2011,9918.5
2007-11-27,17,viernes,junio,2011,10135.2
2007-11-28,20,lunes,junio,2011,10038.1
2007-11-29,21,martes,junio,2011,10231.9
2007-11-30,22,miércoles,junio,2011,10226.2
2007-12-01,23,jueves,junio,2011,9942.6
2007-12-02,24,viernes,junio,2011,9812.7
2007-12-03,27,lunes,junio,2011,9872.2
2007-12-04,28,martes,junio,2011,9936.7
2007-12-05,29,miércoles,junio,2011,10143.6
2007-12-06,30,jueves,junio,2011,10359.9
2007-12-07,1,viernes,julio,2011,10492.0
2007-12-08,4,lunes,julio,2011,10468.0
2007-12-09,5,martes,julio,2011,10330.1
2007-12-10,6,miércoles,julio,2011,10204.5
2007-12-11,7,jueves,julio,2011,10196.2
2007-12-12,8,viernes,julio,2011,9938.2
2007-12-13,11,lunes,julio,2011,9670.6
2007-12-14,12,martes,julio,2011,9603.4
2007-12-15,13,miércoles,julio,2011,9666.9
2007-12-16,14,jueves,julio,2011,9598.6
2007-12-17,15,viernes,julio,2011,9484.2
2007-12-18,18,lunes,julio,2011,9347.8
2007-12-19,19,martes,julio,2011,9443.8
2007-12-20,20,miércoles,julio,2011,9732.8
2007-12-21,21,jueves,julio,2011,10017.6
2007-12-22,22,viernes,julio,2011,10059.3
2007-12-23,25,lunes,julio,2011,9866.2
2007-12-24,26,martes,julio,2011,9833.4
2007-12-25,27,miércoles,julio,2011,9643.3
2007-12-26,28,jueves,julio,2011,9657.0
2007-12-27,29,viernes,julio,2011,9630.7
2007-12-28,1,lunes,agosto,2011,9318.2
2007-12-29,2,martes,agosto,2011,9114.9
2007-12-30,3,miércoles,agosto,2011,9037.7
2007-12-31,4,jueves,agosto,2011,8686.5
2008-01-01,5,viernes,agosto,2011,8671.2
2008-01-02,8,lunes,agosto,2011,8459.4
2008-01-03,9,martes,agosto,2011,8428.9
2008-01-04,10,miércoles,agosto,2011,7966.0
2008-01-05,11,jueves,agosto,2011,8249.4
2008-01-06,12,viernes,agosto,2011,8647.3
2008-01-07,15,lunes,agosto,2011,8709.0
2008-01-08,16,martes,agosto,2011,8674.3
2008-01-09,17,miércoles,agosto,2011,8728.2
2008-01-10,18,jueves,agosto,2011,8317.7
2008-01-11,19,viernes,agosto,2011,8141.9
2008-01-12,22,lunes,agosto,2011,8293.9
2008-01-13,23,martes,agosto,2011,8279.8
2008-01-14,24,miércoles,agosto,2011,8369.1
2008-01-15,25,jueves,agosto,2011,8299.1
2008-01-16,26,viernes,agosto,2011,8185.5
2008-01-17,29,lunes,agosto,2011,8395.0
2008-01-18,30,martes,agosto,2011,8444.8
2008-01-19,31,miércoles,agosto,2011,8718.6
2008-01-20,1,jueves,septiembre,2011,8761.1
2008-01-21,2,viernes,septiembre,2011,8463.5
2008-01-22,5,lunes,septiembre,2011,8066.5
2008-01-23,6,martes,septiembre,2011,7936.4
2008-01-24,7,miércoles,septiembre,2011,8156.6
2008-01-25,8,jueves,septiembre,2011,8277.8
2008-01-26,9,viernes,septiembre,2011,7910.2
2008-01-27,12,lunes,septiembre,2011,7640.7
2008-01-28,13,martes,septiembre,2011,7834.2
2008-01-29,14,miércoles,septiembre,2011,8045.7
2008-01-30,15,jueves,septiembre,2011,8337.9
2008-01-31,16,viernes,septiembre,2011,8388.4
2008-02-01,19,lunes,septiembre,2011,8222.7
2008-02-02,20,martes,septiembre,2011,8362.2
2008-02-03,21,miércoles,septiembre,2011,8210.3
2008-02-04,22,jueves,septiembre,2011,7830.8
2008-02-05,23,viernes,septiembre,2011,7996.9
2008-02-06,26,lunes,septiembre,2011,8201.7
2008-02-07,27,martes,septiembre,2011,8531.9
2008-02-08,28,miércoles,septiembre,2011,8480.2
2008-02-09,29,jueves,septiembre,2011,8592.5
2008-02-10,30,viernes,septiembre,2011,8546.6
2008-02-11,3,lunes,octubre,2011,8353.8
2008-02-12,4,martes,octubre,2011,8225.4
2008-02-13,5,miércoles,octubre,2011,8477.3
2008-02-14,6,jueves,octubre,2011,8704.8
2008-02-15,7,viernes,octubre,2011,8798.4
2008-02-16,10,lunes,octubre,2011,8892.4
2008-02-17,11,martes,octubre,2011,8845.5
2008-02-18,12,miércoles,octubre,2011,9026.5
2008-02-19,13,jueves,octubre,2011,8943.5
2008-02-20,14,viernes,octubre,2011,8975.5
2008-02-21,17,lunes,octubre,2011,8864.3
2008-02-22,18,martes,octubre,2011,8811.3
2008-02-23,19,miércoles,octubre,2011,8849.5
2008-02-24,20,jueves,octubre,2011,8608.2
2008-02-25,21,viernes,octubre,2011,8853.0
2008-02-26,24,lunes,octubre,2011,8957.1
2008-02-27,25,martes,octubre,2011,8879.6
2008-02-28,26,miércoles,octubre,2011,8832.5
2008-02-29,27,jueves,octubre,2011,9270.5
2008-03-01,28,viernes,octubre,2011,9224.4
2008-03-02,31,lunes,octubre,2011,8954.9
2008-03-03,1,martes,noviembre,2011,8579.6
2008-03-04,2,miércoles,noviembre,2011,8574.5
2008-03-05,3,jueves,noviembre,2011,8712.6
2008-03-06,4,viernes,noviembre,2011,8596.4
2008-03-07,7,lunes,noviembre,2011,8476.4
2008-03-08,8,martes,noviembre,2011,8518.5
2008-03-09,9,miércoles,noviembre,2011,8340.6
2008-03-10,10,jueves,noviembre,2011,8310.9
2008-03-11,11,viernes,noviembre,2011,8556.1
2008-03-12,14,lunes,noviembre,2011,8372.2
2008-03-13,15,martes,noviembre,2011,8237.6
2008-03-14,16,miércoles,noviembre,2011,8304.1
2008-03-15,17,jueves,noviembre,2011,8270.6
2008-03-16,18,viernes,noviembre,2011,8310.1
2008-03-17,21,lunes,noviembre,2011,8021.0
2008-03-18,22,martes,noviembre,2011,7904.9
2008-03-19,23,miércoles,noviembre,2011,7739.3
2008-03-20,24,jueves,noviembre,2011,7721.8
2008-03-21,25,viernes,noviembre,2011,7763.5
2008-03-22,28,lunes,noviembre,2011,8119.9
2008-03-23,29,martes,noviembre,2011,8128.0
2008-03-24,30,miércoles,noviembre,2011,8449.5
2008-03-25,1,jueves,diciembre,2011,8421.0
2008-03-26,2,viernes,diciembre,2011,8558.6
2008-03-27,5,lunes,diciembre,2011,8705.8
2008-03-28,6,martes,diciembre,2011,8712.8
2008-03-29,7,miércoles,diciembre,2011,8644.3
2008-03-30,8,jueves,diciembre,2011,8461.2
2008-03-31,9,viernes,diciembre,2011,8649.7
2008-04-01,12,lunes,diciembre,2011,8381.0
2008-04-02,13,martes,diciembre,2011,8327.8
2008-04-03,14,miércoles,diciembre,2011,8182.0
2008-04-04,15,jueves,diciembre,2011,8250.4
2008-04-05,16,viernes,diciembre,2011,8203.4
2008-04-06,19,lunes,diciembre,2011,8253.0
2008-04-07,20,martes,diciembre,2011,8454.4
2008-04-08,21,miércoles,diciembre,2011,8378.4
2008-04-09,22,jueves,diciembre,2011,8462.9
2008-04-10,23,viernes,diciembre,2011,8542.7
2008-04-12,27,martes,diciembre,2011,8529.6
2008-04-13,28,miércoles,diciembre,2011,8358.4
2008-04-14,29,jueves,diciembre,2011,8487.9
2008-04-15,30,viernes,diciembre,2011,8566.3
2008-04-16,2,lunes,enero,2012,8723.8
2008-04-17,3,martes,enero,2012,8732.4
2008-04-18,4,miércoles,enero,2012,8581.8
2008-04-19,5,jueves,enero,2012,8329.6
2008-04-20,6,viernes,enero,2012,8289.1
2008-04-21,9,lunes,enero,2012,8278.9
2008-04-22,10,martes,enero,2012,8472.9
2008-04-23,11,miércoles,enero,2012,8426.8
2008-04-24,12,jueves,enero,2012,8427.0
2008-04-25,13,viernes,enero,2012,8450.6
2008-04-26,16,lunes,enero,2012,8449.6
2008-04-27,17,martes,enero,2012,8535.3
2008-04-28,18,miércoles,enero,2012,8420.7
2008-04-29,19,jueves,enero,2012,8603.8
2008-04-30,20,viernes,enero,2012,8561.9
2008-05-01,23,lunes,enero,2012,8619.6
2008-05-02,24,martes,enero,2012,8591.4
2008-05-03,25,miércoles,enero,2012,8555.4
2008-05-04,26,jueves,enero,2012,8713.8
2008-05-05,27,viernes,enero,2012,8657.3
2008-05-06,30,lunes,enero,2012,8517.0
2008-05-07,31,martes,enero,2012,8509.2
2008-05-08,1,miércoles,febrero,2012,8696.6
2008-05-09,2,jueves,febrero,2012,8772.3
2008-05-10,3,viernes,febrero,2012,8861.2
2008-05-11,6,lunes,febrero,2012,8835.3
2008-05-12,7,martes,febrero,2012,8846.9
2008-05-13,8,miércoles,febrero,2012,8849.3
2008-05-14,9,jueves,febrero,2012,8902.1
2008-05-15,10,viernes,febrero,2012,8797.1
2008-05-16,13,lunes,febrero,2012,8788.3
2008-05-17,14,martes,febrero,2012,8771.9
2008-05-18,15,miércoles,febrero,2012,8741.6
2008-05-19,16,jueves,febrero,2012,8558.1
2008-05-20,17,viernes,febrero,2012,8657.0
2008-05-21,20,lunes,febrero,2012,8818.1
2008-05-22,21,martes,febrero,2012,8767.1
2008-05-23,22,miércoles,febrero,2012,8657.0
2008-05-24,23,jueves,febrero,2012,8527.7
2008-05-25,24,viernes,febrero,2012,8527.7
2008-05-26,27,lunes,febrero,2012,8537.2
2008-05-27,28,martes,febrero,2012,8526.7
2008-05-28,29,miércoles,febrero,2012,8465.9
2008-05-29,1,jueves,marzo,2012,8547.7
2008-05-30,2,viernes,marzo,2012,8563.4
2008-05-31,5,lunes,marzo,2012,8453.5
2008-06-01,6,martes,marzo,2012,8166.6
2008-06-02,7,miércoles,marzo,2012,8161.8
2008-06-03,8,jueves,marzo,2012,8307.4
2008-06-04,9,viernes,marzo,2012,8282.7
2008-06-05,12,lunes,marzo,2012,8180.2
2008-06-06,13,martes,marzo,2012,8376.8
2008-06-07,14,miércoles,marzo,2012,8391.1
2008-06-08,15,jueves,marzo,2012,8426.7
2008-06-09,16,viernes,marzo,2012,8486.3
2008-06-10,19,lunes,marzo,2012,8591.8
2008-06-11,20,martes,marzo,2012,8567.5
2008-06-12,21,miércoles,marzo,2012,8490.9
2008-06-13,22,jueves,marzo,2012,8353.6
2008-06-14,23,viernes,marzo,2012,8281.8
2008-06-15,26,lunes,marzo,2012,8224.7
2008-06-16,27,martes,marzo,2012,8140.3
2008-06-17,28,miércoles,marzo,2012,7980.8
2008-06-18,29,jueves,marzo,2012,7911.0
2008-06-19,30,viernes,marzo,2012,8008.0
2008-06-20,2,lunes,abril,2012,8042.8
2008-06-21,3,martes,abril,2012,7824.5
2008-06-22,4,miércoles,abril,2012,7660.7
2008-06-23,5,jueves,abril,2012,7660.5
2008-06-26,10,martes,abril,2012,7433.6
2008-06-27,11,miércoles,abril,2012,7576.7
2008-06-28,12,jueves,abril,2012,7520.0
2008-06-29,13,viernes,abril,2012,7250.6
2008-06-30,16,lunes,abril,2012,7209.1
2008-07-01,17,martes,abril,2012,7373.3
2008-07-02,18,miércoles,abril,2012,7079.2
2008-07-03,19,jueves,abril,2012,6908.1
2008-07-04,20,viernes,abril,2012,7040.6
2008-07-05,23,lunes,abril,2012,6846.6
2008-07-06,24,martes,abril,2012,6999.9
2008-07-07,25,miércoles,abril,2012,7118.9
2008-07-08,26,jueves,abril,2012,7027.1
2008-07-09,27,viernes,abril,2012,7145.8
2008-07-10,30,lunes,abril,2012,7011.0
2008-07-12,2,miércoles,mayo,2012,6831.9
2008-07-13,3,jueves,mayo,2012,6851.9
2008-07-14,4,viernes,mayo,2012,6876.0
2008-07-15,7,lunes,mayo,2012,7063.2
2008-07-16,8,martes,mayo,2012,7006.9
2008-07-17,9,miércoles,mayo,2012,6812.7
2008-07-18,10,jueves,mayo,2012,7045.7
2008-07-19,11,viernes,mayo,2012,6995.6
2008-07-20,14,lunes,mayo,2012,6809.4
2008-07-21,15,martes,mayo,2012,6700.7
2008-07-22,16,miércoles,mayo,2012,6611.5
2008-07-23,17,jueves,mayo,2012,6537.9
2008-07-24,18,viernes,mayo,2012,6566.7
2008-07-25,21,lunes,mayo,2012,6524.0
2008-07-26,22,martes,mayo,2012,6661.3
2008-07-27,23,miércoles,mayo,2012,6440.5
2008-07-28,24,jueves,mayo,2012,6534.4
2008-07-29,25,viernes,mayo,2012,6543.0
2008-07-30,28,lunes,mayo,2012,6401.2
2008-07-31,29,martes,mayo,2012,6251.7
2008-08-01,30,miércoles,mayo,2012,6090.4
2008-08-02,31,jueves,mayo,2012,6089.8
2008-08-03,1,viernes,junio,2012,6065.0
2008-08-04,4,lunes,junio,2012,6239.5
2008-08-05,5,martes,junio,2012,6267.8
2008-08-06,6,miércoles,junio,2012,6418.9
2008-08-07,7,jueves,junio,2012,6438.1
2008-08-08,8,viernes,junio,2012,6552.0
2008-08-09,11,lunes,junio,2012,6516.4
2008-08-10,12,martes,junio,2012,6522.5
2008-08-11,13,miércoles,junio,2012,6615.3
2008-08-12,14,jueves,junio,2012,6696.0
2008-08-13,15,viernes,junio,2012,6719.0
2008-08-14,18,lunes,junio,2012,6519.9
2008-08-15,19,martes,junio,2012,6693.9
2008-08-16,20,miércoles,junio,2012,6796.1
2008-08-17,21,jueves,junio,2012,6773.5
2008-08-18,22,viernes,junio,2012,6876.3
2008-08-19,25,lunes,junio,2012,6624.0
2008-08-20,26,martes,junio,2012,6528.4
2008-08-21,27,miércoles,junio,2012,6666.9
2008-08-22,28,jueves,junio,2012,6721.7
2008-08-23,29,viernes,junio,2012,7102.2
2008-08-24,2,lunes,julio,2012,7124.0
2008-08-25,3,martes,julio,2012,7219.5
2008-08-26,4,miércoles,julio,2012,7168.5
2008-08-27,5,jueves,julio,2012,6954.2
2008-08-28,6,viernes,julio,2012,6738.9
2008-08-29,9,lunes,julio,2012,6688.3
2008-08-30,10,martes,julio,2012,6726.9
2008-08-31,11,miércoles,julio,2012,6805.9
2008-09-01,12,jueves,julio,2012,6630.1
2008-09-02,13,viernes,julio,2012,6664.6
2008-09-03,16,lunes,julio,2012,6532.1
2008-09-04,17,martes,julio,2012,6558.2
2008-09-05,18,miércoles,julio,2012,6591.2
2008-09-06,19,jueves,julio,2012,6632.6
2008-09-07,20,viernes,julio,2012,6246.3
2008-09-08,23,lunes,julio,2012,6177.4
2008-09-09,24,martes,julio,2012,5956.3
2008-09-10,25,miércoles,julio,2012,6004.9
2008-09-11,26,jueves,julio,2012,6368.8
2008-09-12,27,viernes,julio,2012,6617.6
2008-09-13,30,lunes,julio,2012,6801.8
2008-09-14,31,martes,julio,2012,6738.1
2008-09-15,1,miércoles,agosto,2012,6720.0
2008-09-16,2,jueves,agosto,2012,6373.4
2008-09-17,3,viernes,agosto,2012,6755.7
2008-09-18,6,lunes,agosto,2012,7053.6
2008-09-19,7,martes,agosto,2012,7211.1
2008-09-20,8,miércoles,agosto,2012,7150.2
2008-09-21,9,jueves,agosto,2012,7110.2
2008-09-22,10,viernes,agosto,2012,7047.7
2008-09-23,13,lunes,agosto,2012,7069.6
2008-09-24,14,martes,agosto,2012,7124.8
2008-09-25,15,miércoles,agosto,2012,7128.9
2008-09-26,16,jueves,agosto,2012,7417.3
2008-09-27,17,viernes,agosto,2012,7561.0
2008-09-28,20,lunes,agosto,2012,7469.6
2008-09-29,21,martes,agosto,2012,7544.5
2008-09-30,22,miércoles,agosto,2012,7340.7
2008-10-01,23,jueves,agosto,2012,7282.9
2008-10-02,24,viernes,agosto,2012,7310.3
2008-10-03,27,lunes,agosto,2012,7398.9
2008-10-04,28,martes,agosto,2012,7333.5
2008-10-05,29,miércoles,agosto,2012,7306.0
2008-10-06,30,jueves,agosto,2012,7195.0
2008-10-07,31,viernes,agosto,2012,7420.5
2008-10-08,3,lunes,septiembre,2012,7434.2
2008-10-09,4,martes,septiembre,2012,7488.2
2008-10-10,5,miércoles,septiembre,2012,7494.0
2008-10-11,6,jueves,septiembre,2012,7862.0
2008-10-12,7,viernes,septiembre,2012,7882.8
2008-10-13,10,lunes,septiembre,2012,7857.7
2008-10-14,11,martes,septiembre,2012,7930.4
2008-10-15,12,miércoles,septiembre,2012,7992.1
2008-10-16,13,jueves,septiembre,2012,7935.9
2008-10-17,14,viernes,septiembre,2012,8154.5
2008-10-18,17,lunes,septiembre,2012,8148.0
2008-10-19,18,martes,septiembre,2012,8058.3
2008-10-20,19,miércoles,septiembre,2012,8098.8
2008-10-21,20,jueves,septiembre,2012,8022.1
2008-10-22,21,viernes,septiembre,2012,8230.7
2008-10-23,24,lunes,septiembre,2012,8138.4
2008-10-24,25,martes,septiembre,2012,8175.0
2008-10-25,26,miércoles,septiembre,2012,7854.4
2008-10-26,27,jueves,septiembre,2012,7842.3
2008-10-27,28,viernes,septiembre,2012,7708.5
2008-10-28,1,lunes,octubre,2012,7784.1
2008-10-29,2,martes,octubre,2012,7867.1
2008-10-30,3,miércoles,octubre,2012,7826.7
2008-10-31,4,jueves,octubre,2012,7812.8
2008-11-01,5,viernes,octubre,2012,7954.4
2008-11-02,8,lunes,octubre,2012,7891.0
2008-11-03,9,martes,octubre,2012,7745.4
2008-11-04,10,miércoles,octubre,2012,7668.0
2008-11-05,11,jueves,octubre,2012,7734.7
2008-11-06,12,viernes,octubre,2012,7652.4
2008-11-07,15,lunes,octubre,2012,7678.5
2008-11-08,16,martes,octubre,2012,7940.2
2008-11-09,17,miércoles,octubre,2012,8128.2
2008-11-10,18,jueves,octubre,2012,8100.3
2008-11-11,19,viernes,octubre,2012,7913.4
2008-11-12,22,lunes,octubre,2012,7877.1
2008-11-13,23,martes,octubre,2012,7747.7
2008-11-14,24,miércoles,octubre,2012,7791.5
2008-11-15,25,jueves,octubre,2012,7779.2
2008-11-16,26,viernes,octubre,2012,7775.6
2008-11-17,29,lunes,octubre,2012,7728.6
2008-11-18,30,martes,octubre,2012,7833.9
2008-11-19,31,miércoles,octubre,2012,7842.9
2008-11-20,1,jueves,noviembre,2012,7886.4
2008-11-21,2,viernes,noviembre,2012,7968.9
2008-11-22,5,lunes,noviembre,2012,7818.6
2008-11-23,6,martes,noviembre,2012,7837.6
2008-11-24,7,miércoles,noviembre,2012,7660.7
2008-11-25,8,jueves,noviembre,2012,7624.1
2008-11-26,9,viernes,noviembre,2012,7636.6
2008-11-27,12,lunes,noviembre,2012,7567.8
2008-11-28,13,martes,noviembre,2012,7693.4
2008-11-29,14,miércoles,noviembre,2012,7673.0
2008-11-30,15,jueves,noviembre,2012,7695.5
2008-12-01,16,viernes,noviembre,2012,7588.2
2008-12-02,19,lunes,noviembre,2012,7763.8
2008-12-03,20,martes,noviembre,2012,7778.7
2008-12-04,21,miércoles,noviembre,2012,7805.4
2008-12-05,22,jueves,noviembre,2012,7875.6
2008-12-06,23,viernes,noviembre,2012,7909.6
2008-12-07,26,lunes,noviembre,2012,7874.8
2008-12-08,27,martes,noviembre,2012,7863.7
2008-12-09,28,miércoles,noviembre,2012,7837.6
2008-12-10,29,jueves,noviembre,2012,7973.7
2008-12-11,30,viernes,noviembre,2012,7934.6
2008-12-12,3,lunes,diciembre,2012,7889.2
2008-12-13,4,martes,diciembre,2012,7902.4
2008-12-14,5,miércoles,diciembre,2012,7883.2
2008-12-15,6,jueves,diciembre,2012,7910.8
2008-12-16,7,viernes,diciembre,2012,7848.5
2008-12-17,10,lunes,diciembre,2012,7804.4
2008-12-18,11,martes,diciembre,2012,7920.9
2008-12-19,12,miércoles,diciembre,2012,7986.8
2008-12-20,13,jueves,diciembre,2012,8017.1
2008-12-21,14,viernes,diciembre,2012,8024.1
2008-12-22,17,lunes,diciembre,2012,8040.3
2008-12-23,18,martes,diciembre,2012,8168.8
2008-12-24,19,miércoles,diciembre,2012,8264.2
2008-12-25,20,jueves,diciembre,2012,8264.2
2008-12-26,21,viernes,diciembre,2012,8291.0
2008-12-27,24,lunes,diciembre,2012,8299.5
2008-12-30,27,jueves,diciembre,2012,8280.9
2008-12-31,28,viernes,diciembre,2012,8131.0
2009-01-01,31,lunes,diciembre,2012,8167.5
2009-01-03,2,miércoles,enero,2013,8447.6
2009-01-04,3,jueves,enero,2013,8403.4
2009-01-05,4,viernes,enero,2013,8435.8
2009-01-06,7,lunes,enero,2013,8419.0
2009-01-07,8,martes,enero,2013,8453.0
2009-01-08,9,miércoles,enero,2013,8606.4
2009-01-09,10,jueves,enero,2013,8618.9
2009-01-10,11,viernes,enero,2013,8664.7
2009-01-11,14,lunes,enero,2013,8632.1
2009-01-12,15,martes,enero,2013,8601.0
2009-01-13,16,miércoles,enero,2013,8581.1
2009-01-14,17,jueves,enero,2013,8628.9
2009-01-15,18,viernes,enero,2013,8604.0
2009-01-16,21,lunes,enero,2013,8665.9
2009-01-17,22,martes,enero,2013,8632.1
2009-01-18,23,miércoles,enero,2013,8613.3
2009-01-19,24,jueves,enero,2013,8665.6
2009-01-20,25,viernes,enero,2013,8724.6
2009-01-21,28,lunes,enero,2013,8672.5
2009-01-22,29,martes,enero,2013,8643.0
2009-01-23,30,miércoles,enero,2013,8571.9
2009-01-24,31,jueves,enero,2013,8362.3
2009-01-25,1,viernes,febrero,2013,8229.7
2009-01-26,4,lunes,febrero,2013,7919.6
2009-01-27,5,martes,febrero,2013,8093.6
2009-01-28,6,miércoles,febrero,2013,8056.2
2009-01-29,7,jueves,febrero,2013,8014.6
2009-01-30,8,viernes,febrero,2013,8174.9
2009-01-31,11,lunes,febrero,2013,8078.6
2009-02-01,12,martes,febrero,2013,8234.7
2009-02-02,13,miércoles,febrero,2013,8306.2
2009-02-03,14,jueves,febrero,2013,8247.4
2009-02-04,15,viernes,febrero,2013,8150.2
2009-02-05,18,lunes,febrero,2013,8108.9
2009-02-06,19,martes,febrero,2013,8225.3
2009-02-07,20,miércoles,febrero,2013,8163.0
2009-02-08,21,jueves,febrero,2013,8014.5
2009-02-09,22,viernes,febrero,2013,8179.0
2009-02-10,25,lunes,febrero,2013,8244.5
2009-02-11,26,martes,febrero,2013,7980.7
2009-02-12,27,miércoles,febrero,2013,8136.7
2009-02-13,28,jueves,febrero,2013,8230.3
2009-02-14,1,viernes,marzo,2013,8187.1
2009-02-15,4,lunes,marzo,2013,8246.3
2009-02-16,5,martes,marzo,2013,8423.3
2009-02-17,6,miércoles,marzo,2013,8358.9
2009-02-18,7,jueves,marzo,2013,8389.1
2009-02-19,8,viernes,marzo,2013,8628.1
2009-02-20,11,lunes,marzo,2013,8554.4
2009-02-21,12,martes,marzo,2013,8532.3
2009-02-22,13,miércoles,marzo,2013,8498.3
2009-02-23,14,jueves,marzo,2013,8657.9
2009-02-24,15,viernes,marzo,2013,8619.1
2009-02-25,18,lunes,marzo,2013,8507.8
2009-02-26,19,martes,marzo,2013,8321.0
2009-02-27,20,miércoles,marzo,2013,8416.3
2009-02-28,21,jueves,marzo,2013,8351.2
2009-03-01,22,viernes,marzo,2013,8329.5
2009-03-02,25,lunes,marzo,2013,8140.6
2009-03-03,26,martes,marzo,2013,7990.5
2009-03-04,27,miércoles,marzo,2013,7900.4
2009-03-05,28,jueves,marzo,2013,7920.0
2009-03-08,2,martes,abril,2013,8050.4
2009-03-09,3,miércoles,abril,2013,7904.3
2009-03-10,4,jueves,abril,2013,7847.9
2009-03-11,5,viernes,abril,2013,7798.4
2009-03-12,8,lunes,abril,2013,7787.1
2009-03-13,9,martes,abril,2013,7872.5
