,year,town,drivers_age,weight,power,car_age,claims
270903,2018.0,0.0,47.0,1010.0,121.0,1.0,0.0
754813,2018.0,0.0,46.0,950.0,63.0,2.0,0.0
726433,2019.0,1.0,65.0,990.0,70.0,10.0,0.0
78879,2019.0,1.0,21.0,1280.0,90.0,0.0,0.0
592763,2019.0,1.0,24.0,1240.0,80.0,0.0,0.0
647776,2018.0,-0.0,21.0,1530.0,113.0,0.0,0.0
291440,2019.0,-0.0,58.0,990.0,79.0,1.0,0.0
488020,2019.0,1.0,71.0,970.0,78.0,6.0,0.0
31412,2018.0,1.0,51.0,1110.0,123.0,4.0,0.0
532784,2019.0,1.0,27.0,1510.0,110.0,1.0,0.0
448203,2018.0,1.0,53.0,1890.0,260.0,1.0,0.0
905047,2019.0,1.0,63.0,1190.0,86.0,10.0,0.0
951406,2019.0,1.0,25.0,1130.0,73.0,1.0,1.0
221969,2018.0,1.0,43.0,1150.0,123.0,6.0,0.0
429777,2018.0,1.0,64.0,1470.0,142.0,3.0,0.0
606433,2018.0,1.0,54.0,1020.0,67.0,1.0,0.0
144557,2018.0,1.0,19.0,1490.0,164.0,0.0,1.0
819569,2018.0,1.0,49.0,960.0,52.0,2.0,0.0
721812,2019.0,0.0,55.0,1180.0,168.0,11.0,0.0
664170,2019.0,1.0,62.0,1290.0,157.0,4.0,1.0
696242,2018.0,1.0,44.0,1060.0,107.0,2.0,0.0
248869,2019.0,1.0,56.0,1140.0,122.0,6.0,0.0
165827,2019.0,1.0,36.0,1080.0,64.0,0.0,0.0
920086,2019.0,0.0,37.0,1470.0,116.0,3.0,0.0
9368,2019.0,1.0,54.0,1770.0,216.0,10.0,0.0
801155,2018.0,1.0,68.0,1390.0,145.0,8.0,0.0
172889,2018.0,1.0,27.0,1330.0,105.0,3.0,1.0
395732,2018.0,1.0,22.0,1520.0,163.0,1.0,0.0
178950,2019.0,0.0,35.0,980.0,80.0,3.0,0.0
350435,2019.0,1.0,26.0,1220.0,138.0,2.0,0.0
927456,2019.0,0.0,34.0,1310.0,172.0,4.0,0.0
202742,2019.0,1.0,67.0,1460.0,126.0,9.0,0.0
697681,2019.0,1.0,42.0,1050.0,89.0,4.0,0.0
738673,2018.0,0.0,80.0,1470.0,123.0,13.0,1.0
616969,2019.0,1.0,42.0,1550.0,167.0,0.0,0.0
303275,2018.0,0.0,47.0,1230.0,100.0,2.0,0.0
556911,2018.0,1.0,63.0,1240.0,111.0,19.0,0.0
451271,2019.0,1.0,45.0,1480.0,158.0,2.0,0.0
15453,2018.0,1.0,57.0,1630.0,161.0,4.0,0.0
225540,2019.0,1.0,48.0,1590.0,188.0,2.0,0.0
143057,2019.0,1.0,40.0,1020.0,72.0,3.0,0.0
245585,2018.0,0.0,29.0,1640.0,168.0,0.0,0.0
12568,2018.0,1.0,58.0,1460.0,140.0,3.0,0.0
636310,2018.0,1.0,51.0,1970.0,184.0,8.0,0.0
358802,2019.0,1.0,32.0,1650.0,206.0,2.0,0.0
476705,2019.0,1.0,30.0,1050.0,76.0,4.0,0.0
625898,2018.0,1.0,77.0,1060.0,75.0,7.0,0.0
825531,2019.0,1.0,24.0,1270.0,83.0,0.0,0.0
284337,2019.0,1.0,41.0,1490.0,181.0,2.0,0.0
667351,2019.0,1.0,38.0,1110.0,108.0,1.0,1.0
756478,2018.0,1.0,51.0,1360.0,102.0,4.0,0.0
158351,2018.0,1.0,38.0,1130.0,62.0,3.0,0.0
548062,2018.0,1.0,26.0,1850.0,222.0,1.0,0.0
970825,2019.0,0.0,23.0,1200.0,153.0,1.0,0.0
858946,2019.0,1.0,44.0,1520.0,141.0,8.0,0.0
407946,2018.0,1.0,77.0,1230.0,154.0,1.0,1.0
824604,2018.0,1.0,22.0,1120.0,71.0,0.0,0.0
596919,2018.0,1.0,46.0,1490.0,161.0,9.0,1.0
390898,2018.0,0.0,60.0,1570.0,182.0,13.0,0.0
20920,2018.0,0.0,64.0,1380.0,191.0,5.0,0.0
188171,2019.0,0.0,60.0,1700.0,115.0,2.0,0.0
908646,2018.0,1.0,27.0,1440.0,190.0,1.0,0.0
947392,2019.0,-0.0,56.0,1090.0,157.0,5.0,0.0
460433,2018.0,1.0,60.0,1180.0,81.0,8.0,0.0
906874,2019.0,1.0,40.0,1270.0,118.0,1.0,1.0
633806,2018.0,-0.0,23.0,1030.0,113.0,0.0,0.0
243762,2019.0,-0.0,66.0,1720.0,134.0,13.0,0.0
11313,2019.0,0.0,65.0,1470.0,184.0,11.0,0.0
330018,2019.0,1.0,37.0,1130.0,83.0,4.0,0.0
931246,2019.0,1.0,63.0,1540.0,203.0,3.0,0.0
200224,2018.0,0.0,52.0,1110.0,87.0,6.0,0.0
32946,2019.0,-0.0,50.0,1320.0,126.0,6.0,0.0
591823,2018.0,1.0,53.0,1260.0,95.0,3.0,0.0
442746,2019.0,0.0,55.0,1160.0,64.0,6.0,0.0
730065,2019.0,1.0,65.0,1170.0,207.0,6.0,0.0
924483,2019.0,1.0,26.0,1390.0,166.0,3.0,0.0
598075,2018.0,1.0,50.0,1530.0,103.0,3.0,0.0
320411,2018.0,0.0,65.0,990.0,163.0,8.0,0.0
954088,2018.0,1.0,52.0,1070.0,73.0,4.0,0.0
177294,2018.0,-0.0,69.0,1400.0,176.0,2.0,0.0
616872,2019.0,1.0,31.0,1050.0,71.0,3.0,0.0
783812,2019.0,1.0,68.0,1180.0,86.0,2.0,0.0
187803,2018.0,0.0,31.0,1280.0,136.0,2.0,0.0
307400,2019.0,1.0,50.0,1660.0,217.0,1.0,0.0
684014,2018.0,-0.0,32.0,1540.0,74.0,1.0,0.0
502237,2018.0,1.0,30.0,970.0,54.0,2.0,0.0
744335,2019.0,1.0,52.0,1120.0,67.0,5.0,0.0
471189,2019.0,0.0,43.0,1340.0,66.0,5.0,0.0
910013,2019.0,1.0,30.0,1230.0,89.0,1.0,0.0
603196,2018.0,1.0,36.0,1150.0,143.0,19.0,0.0
432586,2019.0,1.0,29.0,1370.0,123.0,9.0,0.0
806052,2019.0,0.0,31.0,1580.0,151.0,4.0,0.0
834804,2019.0,-0.0,26.0,960.0,65.0,3.0,0.0
565720,2019.0,1.0,37.0,1410.0,173.0,1.0,0.0
267424,2019.0,0.0,32.0,990.0,91.0,4.0,0.0
19849,2018.0,1.0,43.0,1160.0,85.0,2.0,0.0
283460,2018.0,1.0,69.0,1550.0,228.0,7.0,0.0
212344,2018.0,1.0,57.0,1330.0,142.0,0.0,0.0
863098,2019.0,1.0,76.0,1310.0,170.0,12.0,0.0
655827,2019.0,1.0,83.0,1410.0,251.0,7.0,0.0
595552,2019.0,0.0,68.0,1240.0,104.0,8.0,0.0
296625,2019.0,1.0,65.0,980.0,103.0,8.0,0.0
22539,2018.0,0.0,67.0,1310.0,74.0,7.0,0.0
296072,2019.0,0.0,36.0,1490.0,116.0,0.0,0.0
277812,2019.0,1.0,23.0,1000.0,71.0,5.0,0.0
616564,2018.0,-0.0,43.0,1130.0,115.0,2.0,0.0
392420,2019.0,1.0,62.0,1000.0,94.0,9.0,0.0
228360,2019.0,1.0,26.0,1140.0,82.0,2.0,1.0
801932,2018.0,1.0,55.0,1030.0,80.0,2.0,0.0
570946,2019.0,1.0,49.0,1450.0,174.0,10.0,1.0
514481,2019.0,1.0,61.0,1150.0,97.0,0.0,0.0
761971,2019.0,1.0,70.0,1130.0,180.0,9.0,1.0
345910,2018.0,-0.0,80.0,960.0,86.0,13.0,0.0
343206,2019.0,-0.0,51.0,1560.0,210.0,0.0,0.0
401020,2018.0,1.0,34.0,1320.0,105.0,8.0,0.0
136662,2019.0,1.0,61.0,1310.0,103.0,11.0,0.0
161671,2019.0,0.0,61.0,1110.0,125.0,2.0,0.0
175393,2018.0,1.0,41.0,1120.0,83.0,8.0,0.0
204190,2018.0,1.0,61.0,1570.0,132.0,1.0,0.0
582505,2019.0,1.0,25.0,1170.0,104.0,8.0,1.0
771328,2019.0,1.0,57.0,1290.0,179.0,10.0,0.0
356448,2019.0,1.0,74.0,1190.0,120.0,12.0,0.0
312161,2019.0,1.0,21.0,1190.0,90.0,0.0,1.0
17484,2019.0,0.0,50.0,1180.0,101.0,3.0,0.0
599535,2018.0,1.0,41.0,1050.0,129.0,1.0,0.0
284217,2019.0,1.0,63.0,1160.0,136.0,0.0,0.0
702503,2019.0,1.0,48.0,1060.0,117.0,10.0,1.0
808306,2019.0,0.0,55.0,1280.0,62.0,5.0,0.0
253207,2018.0,1.0,26.0,2170.0,169.0,5.0,0.0
337886,2018.0,1.0,55.0,1810.0,143.0,13.0,0.0
771172,2018.0,0.0,59.0,1150.0,104.0,7.0,0.0
717424,2019.0,1.0,46.0,1010.0,61.0,1.0,0.0
446272,2019.0,0.0,64.0,1210.0,153.0,1.0,0.0
664783,2018.0,1.0,36.0,1620.0,167.0,4.0,0.0
458177,2018.0,1.0,67.0,1490.0,139.0,7.0,0.0
569684,2018.0,1.0,45.0,1170.0,153.0,1.0,0.0
488739,2018.0,1.0,55.0,2000.0,186.0,5.0,0.0
157034,2018.0,1.0,28.0,1110.0,117.0,6.0,1.0
475604,2018.0,0.0,32.0,1110.0,101.0,2.0,1.0
4441,2018.0,1.0,29.0,1280.0,122.0,0.0,0.0
90288,2019.0,1.0,65.0,1910.0,211.0,3.0,1.0
317180,2018.0,-0.0,43.0,1150.0,86.0,1.0,0.0
318415,2019.0,1.0,28.0,1590.0,76.0,2.0,0.0
954378,2018.0,0.0,57.0,1170.0,74.0,5.0,0.0
731051,2019.0,1.0,45.0,1520.0,149.0,13.0,0.0
766751,2019.0,-0.0,44.0,1320.0,119.0,2.0,0.0
438918,2019.0,1.0,50.0,1160.0,124.0,4.0,0.0
605234,2019.0,0.0,41.0,1070.0,126.0,15.0,0.0
674155,2019.0,1.0,57.0,1160.0,104.0,4.0,0.0
5324,2019.0,0.0,68.0,1210.0,104.0,1.0,0.0
177738,2019.0,1.0,36.0,1250.0,69.0,1.0,0.0
130638,2019.0,-0.0,39.0,1550.0,199.0,5.0,0.0
861649,2018.0,-0.0,52.0,990.0,60.0,5.0,0.0
654643,2019.0,1.0,55.0,1250.0,95.0,1.0,0.0
118207,2018.0,1.0,52.0,1050.0,73.0,4.0,0.0
547741,2018.0,1.0,64.0,1030.0,81.0,4.0,0.0
551809,2018.0,1.0,24.0,1110.0,105.0,3.0,0.0
956282,2019.0,0.0,46.0,1450.0,123.0,9.0,0.0
451652,2018.0,0.0,59.0,1210.0,154.0,7.0,2.0
607065,2019.0,1.0,26.0,1200.0,156.0,1.0,1.0
998659,2018.0,1.0,22.0,1060.0,100.0,1.0,0.0
370211,2019.0,1.0,63.0,1060.0,87.0,3.0,0.0
600030,2019.0,1.0,66.0,1330.0,115.0,3.0,0.0
519035,2019.0,1.0,43.0,1520.0,154.0,5.0,1.0
263765,2019.0,0.0,40.0,1260.0,86.0,4.0,0.0
110035,2018.0,1.0,62.0,1160.0,90.0,0.0,0.0
520,2018.0,1.0,48.0,1450.0,187.0,8.0,1.0
93746,2019.0,0.0,51.0,1210.0,131.0,8.0,0.0
813804,2019.0,0.0,37.0,1390.0,99.0,9.0,0.0
391534,2019.0,0.0,36.0,1020.0,100.0,2.0,0.0
812469,2018.0,0.0,59.0,1560.0,187.0,5.0,0.0
504478,2019.0,1.0,41.0,1160.0,157.0,2.0,0.0
944697,2018.0,0.0,39.0,1210.0,177.0,9.0,0.0
370119,2018.0,0.0,40.0,1440.0,103.0,3.0,0.0
529422,2019.0,1.0,42.0,1230.0,111.0,3.0,2.0
882949,2018.0,1.0,56.0,1090.0,90.0,9.0,0.0
535088,2019.0,1.0,41.0,1530.0,163.0,0.0,0.0
324879,2019.0,-0.0,56.0,1090.0,60.0,5.0,0.0
246031,2019.0,-0.0,77.0,1310.0,137.0,2.0,0.0
37289,2019.0,1.0,64.0,1560.0,139.0,4.0,0.0
562268,2018.0,-0.0,58.0,1610.0,196.0,5.0,0.0
403012,2019.0,1.0,38.0,1060.0,68.0,6.0,0.0
859902,2018.0,1.0,39.0,1220.0,109.0,0.0,0.0
501131,2018.0,1.0,26.0,2180.0,179.0,3.0,0.0
138628,2019.0,1.0,31.0,1030.0,128.0,4.0,0.0
394330,2018.0,0.0,29.0,1480.0,126.0,2.0,0.0
258214,2019.0,1.0,44.0,1490.0,182.0,8.0,0.0
216037,2018.0,-0.0,47.0,1060.0,112.0,19.0,0.0
421954,2019.0,1.0,63.0,1200.0,191.0,3.0,0.0
450652,2018.0,1.0,45.0,1010.0,94.0,7.0,0.0
548628,2019.0,1.0,37.0,1200.0,136.0,5.0,0.0
491872,2019.0,0.0,22.0,1320.0,146.0,1.0,0.0
331905,2019.0,0.0,43.0,1230.0,106.0,0.0,0.0
139055,2018.0,-0.0,34.0,1490.0,64.0,2.0,0.0
779765,2019.0,0.0,44.0,1530.0,99.0,3.0,0.0
817512,2019.0,0.0,28.0,1420.0,190.0,2.0,0.0
839955,2018.0,1.0,22.0,1440.0,96.0,6.0,0.0
255403,2019.0,-0.0,62.0,1710.0,175.0,1.0,1.0
297151,2019.0,1.0,61.0,1320.0,197.0,0.0,0.0
533831,2019.0,1.0,30.0,1090.0,95.0,4.0,0.0
864547,2018.0,1.0,52.0,1200.0,153.0,0.0,0.0
231129,2019.0,1.0,54.0,1150.0,113.0,11.0,0.0
214563,2019.0,1.0,45.0,960.0,54.0,3.0,0.0
773805,2019.0,0.0,28.0,1210.0,75.0,5.0,0.0
884146,2019.0,1.0,48.0,1110.0,122.0,1.0,0.0
211739,2018.0,1.0,35.0,1490.0,112.0,1.0,0.0
502934,2019.0,1.0,33.0,1060.0,139.0,2.0,0.0
44386,2018.0,1.0,80.0,970.0,54.0,12.0,0.0
269526,2019.0,-0.0,47.0,1100.0,121.0,10.0,0.0
116323,2019.0,0.0,33.0,1530.0,171.0,5.0,0.0
970766,2019.0,1.0,32.0,1080.0,94.0,1.0,0.0
336086,2019.0,0.0,62.0,1710.0,132.0,7.0,0.0
275848,2019.0,0.0,65.0,2120.0,189.0,7.0,0.0
798552,2018.0,1.0,28.0,1060.0,105.0,1.0,0.0
118794,2018.0,1.0,20.0,1110.0,98.0,1.0,1.0
964550,2019.0,0.0,51.0,1200.0,139.0,0.0,0.0
185034,2018.0,0.0,53.0,1240.0,69.0,6.0,0.0
372483,2018.0,1.0,28.0,1170.0,193.0,6.0,0.0
988193,2018.0,1.0,54.0,1410.0,137.0,0.0,0.0
176682,2019.0,1.0,61.0,1410.0,172.0,9.0,0.0
185418,2018.0,1.0,73.0,1150.0,84.0,10.0,0.0
332000,2019.0,-0.0,66.0,1510.0,171.0,5.0,0.0
44306,2019.0,0.0,37.0,1130.0,71.0,1.0,0.0
902414,2018.0,-0.0,40.0,1110.0,180.0,1.0,0.0
592177,2018.0,0.0,58.0,1390.0,112.0,13.0,0.0
800424,2019.0,0.0,55.0,1360.0,169.0,5.0,0.0
391736,2019.0,1.0,33.0,1270.0,108.0,6.0,0.0
747897,2019.0,1.0,32.0,1880.0,182.0,1.0,0.0
623168,2019.0,0.0,64.0,1160.0,126.0,2.0,0.0
914865,2018.0,1.0,25.0,1370.0,94.0,3.0,0.0
122046,2018.0,-0.0,60.0,1190.0,107.0,0.0,0.0
564512,2019.0,1.0,53.0,1020.0,63.0,1.0,0.0
834355,2019.0,0.0,63.0,1040.0,60.0,10.0,0.0
865864,2019.0,1.0,31.0,1180.0,86.0,1.0,0.0
585548,2019.0,1.0,29.0,1280.0,111.0,1.0,0.0
683912,2019.0,1.0,42.0,1230.0,102.0,2.0,0.0
898409,2018.0,1.0,42.0,1240.0,127.0,10.0,0.0
363683,2018.0,0.0,25.0,1490.0,172.0,2.0,0.0
703243,2019.0,1.0,38.0,1330.0,122.0,1.0,0.0
855308,2018.0,1.0,40.0,980.0,84.0,4.0,0.0
911740,2019.0,1.0,37.0,1060.0,67.0,4.0,0.0
443437,2019.0,0.0,33.0,1230.0,154.0,0.0,0.0
169298,2018.0,0.0,40.0,1240.0,130.0,1.0,0.0
887105,2019.0,1.0,42.0,1040.0,79.0,6.0,0.0
866975,2019.0,1.0,53.0,1070.0,103.0,8.0,0.0
301083,2019.0,-0.0,60.0,1350.0,163.0,13.0,0.0
763422,2018.0,1.0,32.0,1060.0,127.0,2.0,0.0
945976,2019.0,1.0,25.0,1030.0,68.0,9.0,0.0
818139,2019.0,1.0,65.0,1770.0,157.0,5.0,0.0
617481,2019.0,0.0,27.0,1030.0,64.0,2.0,0.0
183776,2018.0,-0.0,36.0,1110.0,129.0,1.0,0.0
779360,2018.0,0.0,43.0,1220.0,127.0,3.0,0.0
201218,2018.0,0.0,31.0,2110.0,215.0,2.0,0.0
53832,2019.0,1.0,58.0,1170.0,84.0,3.0,0.0
116242,2019.0,1.0,26.0,1330.0,56.0,6.0,0.0
816916,2018.0,0.0,51.0,1270.0,178.0,2.0,0.0
80332,2019.0,1.0,82.0,1950.0,151.0,9.0,0.0
470869,2018.0,0.0,45.0,1220.0,153.0,2.0,0.0
905647,2018.0,1.0,62.0,1000.0,61.0,4.0,0.0
601697,2018.0,-0.0,46.0,1010.0,76.0,3.0,0.0
595310,2018.0,1.0,25.0,1790.0,228.0,4.0,0.0
13166,2018.0,1.0,23.0,1270.0,101.0,2.0,0.0
752698,2018.0,1.0,40.0,1190.0,75.0,1.0,0.0
504371,2019.0,0.0,49.0,1080.0,120.0,4.0,0.0
741662,2018.0,1.0,50.0,1850.0,102.0,0.0,0.0
538292,2018.0,0.0,71.0,1240.0,146.0,9.0,0.0
231824,2019.0,-0.0,52.0,1680.0,198.0,8.0,0.0
849888,2018.0,0.0,26.0,1260.0,89.0,1.0,0.0
327310,2018.0,1.0,35.0,1090.0,106.0,6.0,0.0
205477,2019.0,0.0,63.0,1480.0,196.0,1.0,0.0
264541,2019.0,1.0,49.0,2030.0,220.0,6.0,0.0
409329,2019.0,0.0,63.0,1070.0,63.0,2.0,0.0
441027,2019.0,1.0,66.0,990.0,64.0,4.0,0.0
928772,2018.0,1.0,41.0,1610.0,190.0,1.0,0.0
644867,2019.0,0.0,46.0,1420.0,165.0,1.0,0.0
612459,2019.0,1.0,60.0,990.0,72.0,7.0,0.0
233420,2018.0,1.0,46.0,1250.0,112.0,3.0,0.0
167958,2018.0,0.0,37.0,1140.0,142.0,7.0,0.0
528223,2019.0,1.0,69.0,1000.0,86.0,5.0,0.0
825422,2018.0,0.0,21.0,1450.0,172.0,2.0,0.0
682694,2019.0,1.0,35.0,990.0,132.0,1.0,1.0
2617,2019.0,0.0,49.0,1220.0,81.0,4.0,0.0
747544,2018.0,1.0,43.0,1360.0,112.0,1.0,0.0
128048,2018.0,1.0,35.0,1480.0,82.0,13.0,0.0
482834,2019.0,1.0,30.0,1340.0,109.0,0.0,0.0
461323,2018.0,1.0,36.0,1160.0,84.0,3.0,0.0
700130,2019.0,0.0,53.0,1390.0,99.0,11.0,0.0
632693,2019.0,1.0,61.0,1110.0,59.0,6.0,0.0
27472,2018.0,0.0,38.0,1800.0,135.0,2.0,0.0
64556,2019.0,1.0,29.0,1460.0,184.0,5.0,1.0
570775,2019.0,1.0,53.0,1600.0,136.0,13.0,0.0
1008,2018.0,1.0,50.0,1230.0,150.0,6.0,0.0
911289,2018.0,0.0,43.0,1070.0,91.0,3.0,0.0
412585,2019.0,1.0,20.0,1690.0,152.0,1.0,0.0
627660,2018.0,1.0,64.0,1250.0,111.0,0.0,0.0
637110,2018.0,1.0,57.0,1490.0,187.0,5.0,0.0
308467,2018.0,1.0,66.0,1250.0,175.0,4.0,0.0
398451,2018.0,1.0,56.0,1000.0,67.0,4.0,0.0
441692,2019.0,1.0,42.0,1720.0,255.0,15.0,0.0
333820,2019.0,0.0,61.0,1110.0,81.0,2.0,0.0
761288,2019.0,0.0,51.0,1450.0,168.0,2.0,0.0
266033,2019.0,1.0,24.0,1120.0,79.0,1.0,0.0
51424,2019.0,1.0,45.0,1610.0,162.0,5.0,0.0
388768,2018.0,1.0,73.0,1510.0,241.0,8.0,0.0
376112,2019.0,1.0,42.0,1460.0,161.0,2.0,0.0
985305,2019.0,0.0,54.0,1570.0,265.0,6.0,0.0
708156,2019.0,0.0,44.0,1030.0,108.0,1.0,0.0
652508,2018.0,-0.0,35.0,1150.0,84.0,3.0,0.0
5240,2019.0,1.0,61.0,990.0,55.0,2.0,0.0
800360,2019.0,1.0,31.0,1120.0,78.0,8.0,0.0
861785,2018.0,0.0,35.0,2020.0,147.0,6.0,0.0
305319,2018.0,1.0,69.0,1070.0,88.0,6.0,0.0
360472,2019.0,1.0,70.0,1480.0,134.0,10.0,0.0
119722,2018.0,1.0,50.0,1090.0,148.0,8.0,0.0
813179,2019.0,0.0,43.0,1380.0,170.0,3.0,0.0
432011,2019.0,1.0,52.0,1290.0,126.0,5.0,0.0
400901,2019.0,0.0,59.0,1580.0,188.0,3.0,0.0
746576,2019.0,1.0,50.0,2180.0,278.0,7.0,0.0
833082,2018.0,1.0,37.0,970.0,113.0,5.0,0.0
782533,2018.0,1.0,24.0,1380.0,115.0,2.0,0.0
62620,2019.0,0.0,49.0,1130.0,68.0,6.0,0.0
229678,2019.0,-0.0,42.0,1570.0,207.0,3.0,0.0
919914,2019.0,1.0,26.0,1100.0,153.0,1.0,0.0
385553,2018.0,-0.0,39.0,2550.0,313.0,0.0,0.0
338755,2018.0,0.0,52.0,1070.0,97.0,9.0,0.0
317820,2019.0,1.0,52.0,1200.0,201.0,4.0,0.0
722386,2019.0,0.0,50.0,1020.0,97.0,1.0,0.0
57280,2019.0,-0.0,30.0,1140.0,104.0,6.0,0.0
552576,2018.0,1.0,40.0,1760.0,151.0,7.0,0.0
753694,2019.0,-0.0,41.0,1080.0,71.0,2.0,0.0
101246,2018.0,1.0,24.0,1170.0,142.0,1.0,0.0
523344,2019.0,0.0,46.0,960.0,82.0,2.0,0.0
127155,2019.0,0.0,52.0,1190.0,103.0,0.0,0.0
700310,2018.0,0.0,53.0,1950.0,207.0,3.0,0.0
119598,2019.0,1.0,32.0,990.0,51.0,1.0,0.0
548248,2018.0,1.0,39.0,1160.0,100.0,5.0,0.0
503607,2018.0,1.0,61.0,1520.0,283.0,10.0,0.0
314495,2018.0,1.0,30.0,1030.0,95.0,4.0,0.0
265820,2018.0,1.0,38.0,1120.0,97.0,15.0,0.0
17466,2018.0,0.0,63.0,2420.0,230.0,1.0,0.0
596973,2019.0,1.0,46.0,1360.0,76.0,6.0,0.0
551399,2019.0,0.0,48.0,960.0,55.0,1.0,0.0
661221,2018.0,0.0,40.0,1070.0,63.0,7.0,0.0
663006,2019.0,1.0,52.0,1730.0,193.0,3.0,0.0
356783,2018.0,1.0,42.0,1130.0,98.0,2.0,0.0
533524,2018.0,-0.0,32.0,2010.0,244.0,2.0,0.0
100608,2019.0,1.0,65.0,1730.0,156.0,14.0,0.0
598941,2019.0,1.0,44.0,1030.0,69.0,13.0,0.0
587134,2018.0,1.0,55.0,1100.0,138.0,7.0,0.0
430965,2019.0,0.0,51.0,1300.0,90.0,5.0,0.0
200383,2019.0,0.0,41.0,1600.0,213.0,2.0,0.0
354351,2019.0,0.0,35.0,1180.0,130.0,2.0,0.0
697840,2018.0,0.0,30.0,1190.0,183.0,5.0,0.0
731252,2018.0,1.0,37.0,2050.0,130.0,1.0,0.0
245262,2019.0,1.0,42.0,1250.0,95.0,1.0,0.0
150338,2018.0,1.0,40.0,1380.0,63.0,2.0,1.0
363824,2018.0,0.0,36.0,1220.0,90.0,0.0,0.0
591586,2018.0,0.0,43.0,2010.0,217.0,1.0,0.0
139315,2019.0,1.0,28.0,1260.0,83.0,2.0,0.0
483592,2019.0,1.0,25.0,1050.0,71.0,3.0,0.0
316473,2019.0,1.0,51.0,2490.0,277.0,2.0,0.0
525123,2018.0,0.0,64.0,1110.0,99.0,1.0,2.0
725369,2019.0,1.0,47.0,1150.0,92.0,1.0,0.0
455459,2019.0,1.0,44.0,1050.0,60.0,2.0,0.0
304774,2018.0,1.0,32.0,1470.0,204.0,8.0,0.0
823968,2019.0,1.0,52.0,1430.0,114.0,2.0,0.0
897228,2018.0,1.0,61.0,1150.0,56.0,3.0,0.0
103789,2018.0,1.0,60.0,1490.0,98.0,8.0,0.0
686030,2019.0,1.0,24.0,1160.0,116.0,0.0,0.0
400028,2019.0,1.0,38.0,1750.0,106.0,2.0,0.0
761224,2018.0,0.0,43.0,1500.0,92.0,3.0,0.0
431781,2019.0,0.0,52.0,1160.0,69.0,3.0,0.0
72929,2018.0,0.0,43.0,1020.0,63.0,1.0,1.0
319616,2018.0,1.0,57.0,1520.0,127.0,2.0,0.0
390363,2018.0,1.0,51.0,1080.0,108.0,1.0,0.0
397264,2018.0,1.0,31.0,1240.0,129.0,9.0,0.0
898846,2018.0,0.0,48.0,1390.0,181.0,14.0,0.0
768563,2019.0,1.0,43.0,1140.0,72.0,6.0,0.0
493415,2019.0,1.0,26.0,2110.0,228.0,4.0,0.0
748253,2019.0,0.0,36.0,990.0,55.0,0.0,0.0
958201,2019.0,1.0,65.0,1160.0,144.0,2.0,0.0
225567,2018.0,1.0,51.0,1470.0,117.0,11.0,0.0
